"Comment","Sentiment"
"Some tests I did with a modified PE. I ran the PE with a number from 10 to 3000 and incremented by 10. The garbage collector was called after each run. Here are the results:  {quote} 08/09/17 16:48:54 INFO hbase.ManyPerformanceEvaluation: 10 42725 08/09/17 16:49:31 INFO hbase.ManyPerformanceEvaluation: 20 36744 08/09/17 16:50:06 INFO hbase.ManyPerformanceEvaluation: 30 34928 08/09/17 16:50:40 INFO hbase.ManyPerformanceEvaluation: 40 34150 08/09/17 16:51:14 INFO hbase.ManyPerformanceEvaluation: 50 33664 08/09/17 16:51:47 INFO hbase.ManyPerformanceEvaluation: 60 33570 08/09/17 16:52:21 INFO hbase.ManyPerformanceEvaluation: 70 33142 08/09/17 16:52:54 INFO hbase.ManyPerformanceEvaluation: 80 32901 08/09/17 16:53:26 INFO hbase.ManyPerformanceEvaluation: 90 32864 08/09/17 16:53:59 INFO hbase.ManyPerformanceEvaluation: 100 32776 08/09/17 16:54:32 INFO hbase.ManyPerformanceEvaluation: 110 32725 08/09/17 16:55:05 INFO hbase.ManyPerformanceEvaluation: 120 32747 08/09/17 16:55:38 INFO hbase.ManyPerformanceEvaluation: 130 32698 08/09/17 16:56:10 INFO hbase.ManyPerformanceEvaluation: 140 32693 08/09/17 16:56:43 INFO hbase.ManyPerformanceEvaluation: 150 32643 08/09/17 16:57:16 INFO hbase.ManyPerformanceEvaluation: 160 32686 08/09/17 16:57:48 INFO hbase.ManyPerformanceEvaluation: 170 32665 08/09/17 16:58:21 INFO hbase.ManyPerformanceEvaluation: 180 32448 08/09/17 16:58:53 INFO hbase.ManyPerformanceEvaluation: 190 32004 08/09/17 16:59:25 INFO hbase.ManyPerformanceEvaluation: 200 31985 08/09/17 16:59:57 INFO hbase.ManyPerformanceEvaluation: 210 31964 08/09/17 17:00:29 INFO hbase.ManyPerformanceEvaluation: 220 31983 08/09/17 17:01:01 INFO hbase.ManyPerformanceEvaluation: 230 31778 08/09/17 17:01:32 INFO hbase.ManyPerformanceEvaluation: 240 31766 08/09/17 17:02:04 INFO hbase.ManyPerformanceEvaluation: 250 31886 08/09/17 17:02:36 INFO hbase.ManyPerformanceEvaluation: 260 31773 08/09/17 17:03:08 INFO hbase.ManyPerformanceEvaluation: 270 31709 08/09/17 17:03:40 INFO hbase.ManyPerformanceEvaluation: 280 31669 08/09/17 17:04:11 INFO hbase.ManyPerformanceEvaluation: 290 31647 08/09/17 17:04:43 INFO hbase.ManyPerformanceEvaluation: 300 31634 08/09/17 17:05:15 INFO hbase.ManyPerformanceEvaluation: 310 31674 08/09/17 17:05:47 INFO hbase.ManyPerformanceEvaluation: 320 31935 08/09/17 17:06:18 INFO hbase.ManyPerformanceEvaluation: 330 31802 08/09/17 17:06:50 INFO hbase.ManyPerformanceEvaluation: 340 31571 08/09/17 17:07:21 INFO hbase.ManyPerformanceEvaluation: 350 31484 08/09/17 17:07:53 INFO hbase.ManyPerformanceEvaluation: 360 31713 08/09/17 17:08:25 INFO hbase.ManyPerformanceEvaluation: 370 31512 08/09/17 17:08:56 INFO hbase.ManyPerformanceEvaluation: 380 31456 08/09/17 17:09:28 INFO hbase.ManyPerformanceEvaluation: 390 32055 08/09/17 17:10:01 INFO hbase.ManyPerformanceEvaluation: 400 32260 08/09/17 17:10:33 INFO hbase.ManyPerformanceEvaluation: 410 32167 08/09/17 17:11:05 INFO hbase.ManyPerformanceEvaluation: 420 31962 08/09/17 17:11:37 INFO hbase.ManyPerformanceEvaluation: 430 32003 08/09/17 17:12:09 INFO hbase.ManyPerformanceEvaluation: 440 32054 08/09/17 17:12:41 INFO hbase.ManyPerformanceEvaluation: 450 32105 08/09/17 17:13:13 INFO hbase.ManyPerformanceEvaluation: 460 32126 08/09/17 17:13:45 INFO hbase.ManyPerformanceEvaluation: 470 31961 08/09/17 17:14:17 INFO hbase.ManyPerformanceEvaluation: 480 31968 ... {quote}  It seems that 2000 was an overkill. The gain is impressive between 1 and 10 then around 300 we pretty much reduced the RPC call at it's smallest value.","Neutral"
"Any thought of porting this patch to 10.1? I just ran derbyall on the 10.1 branch and this came up.","Neutral"
"- Mind chiming in on the rationale of the setQuota vs setSpaceQuota naming (ie the former for namespace)? - Agree w Nicholas that we should move setQuota from DFS to this admin class, let's do that in a follow on change  There's an extra ""/**"" in the setQuota  javadoc. Otherwise, +1 looks good ","Neutral"
"Patch v6 integrated to trunk.  Thanks for the patch, Jean-Marc.  Thanks for the review, Matteo.  @Lars: Do you want this in 0.94 as well ?","Positive"
"The proposed solution I outlined above  on github: http://github.com/assaf/buildr/tree/BUILDR-4  But I can't find a way to use this in combination with ArtifactNamespace, so it will have to be one or the other.","Neutral"
"I've just committed this to the HDFS-347 branch.  Thanks a lot for the contribution, Colin.","Positive"
"*sorry*","Negative"
"You should do conn.getObject(entry  null). In the AtomPub case it's actually going to be optimized if the entry is already an APPObjectEntry and no futher remote repository access will be done. ","Neutral"
"Sounds perfect  thank you.","Positive"
"Aaron  sorry about this.","Negative"
"Antonio  could you just create a patch file that I can apply.","Neutral"
"Thanks for reminding me; I agree  I'll do it.  ","Positive"
"Apparently this is not completely solved.","Neutral"
"Sorry for the mistake.","Negative"
"The patch looks pretty good to me. One question for you  though: does loosening this check for the QJM case not unnecessarily weaken the check in the non-QJM case?","Positive"
"Thanks Dawid!","Positive"
"Hi Bilgin   you are right the entitymode.xml can be removed but I when I add it I'm thinking to add a new filed to PosTerminalInternTx  entity to store ""Pos Paid Reason"" instead of store it in the reasonComment field. I have already created some enumeration into DemoPosData.xml but it is still not been used. There are still a lot of things that has been not implemented or not working so contribution from other people are welcome. Removing the hardcoded value pos-1 into WebPosEvents.java at line 77 is something still to be done. I'm thinking to add a combo box after logged in to choose the posTerminalId but I didn't get the time to do it.  Thanks Marco","Positive"
"fuck u","Negative"
"Nice  I did not think about using the system tables.","Positive"
"Replaced patch with fix to catch more bad variables","Negative"
"The patches on XERCESJ-1365 supersede the ones attached here.","Neutral"
"Thanks  Joseph!","Positive"
"Hi Ivan   Thanks a lot for the patch. Few comments.  1)  Patch does not apply cleanly. many Hunk failure while applying patch.  {noformat} Hunk #13 FAILED at 264. Hunk #14 FAILED at 281. Hunk #15 FAILED at 293. Hunk #16 FAILED at 309. Hunk #17 FAILED at 332. Hunk #18 FAILED at 345. Hunk #19 FAILED at 362. Hunk #20 FAILED at 372. Hunk #21 FAILED at 395. {noformat}  Could you please regenerate on the correct trunk code base?  2) TestBookKeeperHACheckpoints.java:  {code} conf.set(DFSConfigKeys.DFS_NAMENODE_SHARED_EDITS_DIR_KEY, +             BKJMUtil.createJournalURI(""/checkpointing"" + journalCount++) +             .toString()); +    BKJMUtil.addJournalManagerDefinition(conf); {code}  I can see setUpCluster code almost duplicates with TestStandbyCheckpoints. How about extracting configuration setup alone to protected method in TestStandbyCheckpoints and override in TestBookKeeperHACheckpoints. Set the above configurations and give the call to super.  3) {code} + +  @AfterClass +  public static void shutdownBK() throws Exception { +    bkutil.teardown(); +  } {code} Could you please add null condition for bkutil? also correct the bkutil->bkUtil  Not completed nmy review, will continue review... ","Positive"
"I'm against such heavy committing myself  without some consensus to do so.","Negative"
"Sorry for the delay  was away.","Negative"
"Sorry for the super-slow uptake on this  the new job is using up all of my limited brain resources. ","Negative"
"Sorry for that.","Negative"
"Did you mean to reference HADOOP-8562?  HADOOP-8952 was never committed  although apparently a typo during the checkin of HADOOP-8562 accidentally referenced it.","Neutral"
"PreCommit-HDFS-Build is stuck.","Negative"
"I've committed this to trunk  branch-2  and branch-2.2.  Yingda  thank you for the patch.  Chuan  thank you for help with the code review.","Positive"
"Patch looks good. One minor comment  PlanHelper.LoadStoreFinder may better be PlanHelper.LoadStoreNativeFinder.","Positive"
"Ported to trunk","Neutral"
"Rakesh  The patch looks good to me. Ill wait for hudson to check this in. We are good to go for 3.4 RC now! Thanks Rakesh!","Positive"
"<danielsh> yes we're aware of the recurrence ","Neutral"
"Thank You very much for Your positive review and for improving the patch!  Also, a small correction to Your previous comment, it should be:  ""unit tests included in her patch"", as You know  I'm one of the girls in this year's GSoC program.  It was a great experience to collaborate with You and I Thank You for everything!    ","Positive"
"Thanks.  I'll look into this.","Positive"
"This works fine.  It probably could have been done in another Valve (like the policy conetxt valve)  but this is a reasonable solution as well.  Thanks.","Positive"
"Cool  will do!  Thanks for the review and good questions... and the whole idea! :)","Positive"
"Committed. Thanks Namit!","Positive"
"Looks good.  Thanks George.","Positive"
"+1 looks good.  Once it is committed  I will deploy it.  Thanks Sourygna.","Positive"
"Test cases for geomultidist() function.  Add this and SOLR.2155.p3.patch","Neutral"
"I just committed this. Thanks Amareshwari!","Positive"
"bq. Opened LUCENE-3595.  thanks! I committed this to trunk and backported to 3.x  nice iterations.. ;) heavy committing ","Positive"
"Sorry.","Negative"
"Oh  sorry.","Negative"
"yes parseLedgerConfig did throw an IOException.  since the bug is found in hub server, topic can't be acquired due to hub server can't closing such kind ledger. if we don't add code in LedgerOpenOp, we have to find all such kind ledgers and handle them manually (maybe delete them). throwing IOException here is OK for me. but I am not sure do we need to keep backward compatibility to handle data/metadata produced by old version. what is your opinion?","Neutral"
"Thanks Areek  new patch looks great; I'll commit shortly.","Positive"
"thanks henry!","Positive"
"Oh  well. Many thanks  anyways  Oleg","Positive"
"bq. So we can add isAlreadyExpiring() and if true  Sorry it should be So we can add isAlreadyExpiring() and if flase we can go with expireIfOnline","Negative"
"Sorry for being confusing.","Negative"
"Thanks for sweet patch Erik.","Positive"
"addressed review comments.  Thanks Vinod.","Positive"
"Can you please address the findbugs warning. (inconsistent synchronization)  I did a quick look at your patch and I am a bit confused by the implementation of setSignaled.  I realize that you did not really change the code at all, but is there a reason that the parameter is ignored?  If you don't know I can look into it myself.","Neutral"
